step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
163,11.604688,N/A,N/A,4.10e-05,26344.50,1343488,N/A,2025-06-07 20:02:04
164,11.336229,N/A,N/A,4.12e-05,26334.96,1351680,N/A,2025-06-07 20:02:04
165,10.476919,N/A,N/A,4.15e-05,26621.75,1359872,N/A,2025-06-07 20:02:05
166,10.643997,N/A,N/A,4.17e-05,26709.17,1368064,N/A,2025-06-07 20:02:05
167,12.024547,N/A,N/A,4.20e-05,26805.84,1376256,N/A,2025-06-07 20:02:05
168,12.205332,N/A,N/A,4.23e-05,26841.77,1384448,N/A,2025-06-07 20:02:06
169,10.223354,N/A,N/A,4.25e-05,27664.79,1392640,N/A,2025-06-07 20:02:06
170,11.236753,N/A,N/A,4.28e-05,26848.52,1400832,1.0000,2025-06-07 20:02:07
171,10.167433,N/A,N/A,4.30e-05,26616.96,1409024,N/A,2025-06-07 20:02:07
172,9.731446,N/A,N/A,4.33e-05,26674.44,1417216,N/A,2025-06-07 20:02:07
173,11.025337,N/A,N/A,4.35e-05,26659.89,1425408,N/A,2025-06-07 20:02:08
174,11.722466,N/A,N/A,4.38e-05,26511.75,1433600,N/A,2025-06-07 20:02:08
175,10.418440,N/A,N/A,4.40e-05,26610.93,1441792,N/A,2025-06-07 20:02:08
176,11.542810,N/A,N/A,4.42e-05,26695.05,1449984,N/A,2025-06-07 20:02:09
177,10.967372,N/A,N/A,4.45e-05,26502.54,1458176,N/A,2025-06-07 20:02:09
178,10.034599,N/A,N/A,4.47e-05,26443.02,1466368,N/A,2025-06-07 20:02:09
179,10.077482,N/A,N/A,4.50e-05,27174.32,1474560,N/A,2025-06-07 20:02:10
180,10.695415,N/A,N/A,4.53e-05,26595.63,1482752,1.0000,2025-06-07 20:02:10
181,10.988916,N/A,N/A,4.55e-05,26477.46,1490944,N/A,2025-06-07 20:02:10
182,10.571603,N/A,N/A,4.58e-05,26368.85,1499136,N/A,2025-06-07 20:02:11
183,11.400426,N/A,N/A,4.60e-05,26189.29,1507328,N/A,2025-06-07 20:02:11
184,12.086826,N/A,N/A,4.63e-05,25995.13,1515520,N/A,2025-06-07 20:02:11
185,10.999091,N/A,N/A,4.65e-05,25814.53,1523712,N/A,2025-06-07 20:02:12
186,11.441252,N/A,N/A,4.68e-05,25786.08,1531904,N/A,2025-06-07 20:02:12
187,10.219185,N/A,N/A,4.70e-05,25751.28,1540096,N/A,2025-06-07 20:02:12
188,10.128153,N/A,N/A,4.73e-05,25814.90,1548288,N/A,2025-06-07 20:02:13
189,11.482975,N/A,N/A,4.75e-05,26425.58,1556480,N/A,2025-06-07 20:02:13
190,10.513375,N/A,N/A,4.78e-05,25688.26,1564672,1.0000,2025-06-07 20:02:13
191,10.815611,N/A,N/A,4.80e-05,25675.62,1572864,N/A,2025-06-07 20:02:14
192,10.629267,N/A,N/A,4.83e-05,25764.05,1581056,N/A,2025-06-07 20:02:14
193,10.531937,N/A,N/A,4.85e-05,25729.48,1589248,N/A,2025-06-07 20:02:15
194,10.264585,N/A,N/A,4.87e-05,25839.12,1597440,N/A,2025-06-07 20:02:15
195,9.402046,N/A,N/A,4.90e-05,26030.82,1605632,N/A,2025-06-07 20:02:15
196,11.001175,N/A,N/A,4.93e-05,26067.41,1613824,N/A,2025-06-07 20:02:16
197,10.544019,N/A,N/A,4.95e-05,26073.95,1622016,N/A,2025-06-07 20:02:16
198,10.191454,N/A,N/A,4.98e-05,26056.52,1630208,N/A,2025-06-07 20:02:16
199,10.123866,N/A,N/A,5.00e-05,26849.16,1638400,N/A,2025-06-07 20:02:17
200,10.201915,N/A,N/A,5.00e-05,26285.31,1646592,1.0000,2025-06-07 20:02:17
201,9.606882,N/A,N/A,5.00e-05,12586.11,1654784,N/A,2025-06-07 20:02:21
202,9.994955,N/A,N/A,5.00e-05,12615.42,1662976,N/A,2025-06-07 20:02:21
203,10.917879,N/A,N/A,5.00e-05,12608.25,1671168,N/A,2025-06-07 20:02:21
204,10.913803,N/A,N/A,5.00e-05,12581.80,1679360,N/A,2025-06-07 20:02:22
205,10.659888,N/A,N/A,5.00e-05,12542.03,1687552,N/A,2025-06-07 20:02:22
206,11.426743,N/A,N/A,5.00e-05,12513.12,1695744,N/A,2025-06-07 20:02:22
207,8.979134,N/A,N/A,5.00e-05,12528.16,1703936,N/A,2025-06-07 20:02:23
208,9.831594,N/A,N/A,5.00e-05,12499.26,1712128,N/A,2025-06-07 20:02:23
209,9.610865,N/A,N/A,5.00e-05,12613.98,1720320,N/A,2025-06-07 20:02:23
210,10.774343,N/A,N/A,5.00e-05,25656.37,1728512,1.0000,2025-06-07 20:02:24
211,10.338189,N/A,N/A,5.00e-05,25525.82,1736704,N/A,2025-06-07 20:02:24
212,9.302610,N/A,N/A,5.00e-05,25395.55,1744896,N/A,2025-06-07 20:02:25
213,9.981691,N/A,N/A,5.00e-05,25309.79,1753088,N/A,2025-06-07 20:02:25
